epoch,acc,loss,val_acc,val_loss
0,0.5478515625,0.736224162392,0.5,0.83745996666
1,0.595703125,0.672222793568,0.4985,0.848267284393
2,0.6005859375,0.666975946631,0.597,0.683953532696
3,0.59326171875,0.656601079972,0.5305,0.679370795727
4,0.5986328125,0.662559797522,0.5295,0.706117274761
5,0.60546875,0.647230713163,0.6115,0.663372477531
6,0.61376953125,0.642408733722,0.5305,0.918017865896
7,0.619140625,0.638181899907,0.5425,0.694305719614
8,0.6103515625,0.649267068366,0.521,0.853463365078
9,0.66455078125,0.617045582272,0.6345,0.630515781164
10,0.666015625,0.607117166976,0.632,0.627916729212
11,0.688235294118,0.599077283869,0.53,0.826740561485
12,0.681640625,0.589883830631,0.6105,0.708459927082
13,0.6953125,0.578733761795,0.65,0.646329033375
14,0.67822265625,0.600298104342,0.706,0.579567564011
15,0.6689453125,0.62234715349,0.623,0.664749478579
16,0.70458984375,0.58273211401,0.5125,1.78311298013
17,0.68603515625,0.594434211496,0.584,0.773150025129
18,0.71484375,0.56466948404,0.701,0.589085365057
19,0.701171875,0.570640002145,0.5275,2.25054718685
