epoch,acc,loss,val_acc,val_loss
0,0.90380859375,0.231206799537,0.5,1.12202186155
1,0.94189453125,0.144470989981,0.4915,0.898401359797
2,0.94970703125,0.124327151916,0.504,0.988516442299
3,0.94873046875,0.131395024633,0.5045,1.38140149331
4,0.94921875,0.124129754189,0.57,1.07957548189
5,0.9501953125,0.120674757241,0.7745,0.553657830685
6,0.95849609375,0.0984751483938,0.888,0.310101122282
7,0.95947265625,0.114953065663,0.9745,0.0632091206782
8,0.9541015625,0.117143339627,0.97,0.0751981884432
9,0.94921875,0.122791906579,0.9785,0.0524654454729
10,0.95263671875,0.107649732721,0.9725,0.0689900882524
11,0.951470588235,0.121651416851,0.974,0.0624834850309
12,0.958984375,0.109468101673,0.9785,0.0499998054584
13,0.958984375,0.100800451753,0.978,0.0562103087949
14,0.9580078125,0.102241308196,0.981,0.0437467788872
15,0.953125,0.113563208378,0.9765,0.0584126086906
16,0.9619140625,0.0845662350057,0.9835,0.042358606738
17,0.95703125,0.102229209317,0.981,0.0472755639618
18,0.96044921875,0.0996102968511,0.975,0.0497992972885
19,0.9619140625,0.0933217922939,0.9765,0.0522626580116
20,0.95751953125,0.104821251178,0.9645,0.0869291897099
21,0.9619140625,0.102856247122,0.98,0.0477589917805
22,0.961764705882,0.0894127800476,0.983,0.0416499057189
23,0.9599609375,0.0976814350615,0.981,0.0545612267074
24,0.9619140625,0.0969824442855,0.9755,0.0565252037206
25,0.96630859375,0.0928949901172,0.979,0.0452119039488
26,0.96630859375,0.0844040417455,0.984,0.0450048005269
27,0.9599609375,0.0932529264392,0.98,0.0492347845272
28,0.9658203125,0.0785415504051,0.975,0.0546928839539
29,0.96435546875,0.0939234535899,0.987,0.0398068999136
30,0.97412109375,0.0653386524746,0.979,0.0489740240264
31,0.966796875,0.0891598215808,0.9845,0.0445030898033
32,0.9638671875,0.0815091424311,0.984,0.0467330417174
33,0.965196078431,0.0834234488653,0.9815,0.0475895417671
34,0.9677734375,0.0808341051088,0.985,0.0460640297052
35,0.9716796875,0.0702309378867,0.9825,0.0439033464944
36,0.96337890625,0.0951340056145,0.984,0.0388299204875
37,0.97216796875,0.0745489919664,0.9815,0.0462529731488
38,0.96533203125,0.088641899174,0.9815,0.0469059686635
39,0.97705078125,0.0540751840199,0.9795,0.0453235030926
40,0.96533203125,0.082014425655,0.9795,0.046974115896
41,0.96875,0.0737630531348,0.9825,0.0420989570175
42,0.9658203125,0.0814465437061,0.9795,0.0503492818724
43,0.970703125,0.065542639767,0.984,0.0433346318653
44,0.96568627451,0.081747675535,0.9865,0.0374153048967
45,0.97119140625,0.0747295677138,0.9825,0.0402543447058
46,0.96875,0.0727326381802,0.982,0.0418924461228
47,0.97412109375,0.0658440165171,0.9825,0.0426433692581
48,0.97412109375,0.0704853448938,0.9755,0.063523579244
49,0.97265625,0.0678125774607,0.9815,0.0435005310581
50,0.9765625,0.0648705251233,0.9835,0.0385272145543
51,0.96728515625,0.0782091837341,0.982,0.0423926884818
52,0.97412109375,0.0716820112118,0.981,0.0426282471492
53,0.97509765625,0.0727366326109,0.979,0.048248051746
54,0.96484375,0.0800656177698,0.982,0.0467457245265
55,0.96142578125,0.0850583828269,0.9795,0.0504632131674
56,0.974019607843,0.0659356390386,0.9825,0.0445564442717
57,0.96923828125,0.0741775056176,0.979,0.0471891521621
58,0.9775390625,0.0644267935286,0.9795,0.0543010281731
59,0.97216796875,0.0686662659709,0.978,0.0505048911723
60,0.97021484375,0.0765199105645,0.9815,0.0469055655195
61,0.9716796875,0.0658134296245,0.986,0.0378871441136
62,0.9736328125,0.063392800766,0.983,0.0452138596383
63,0.97412109375,0.0666351639647,0.9845,0.0409122595799
64,0.96923828125,0.0731613197386,0.9855,0.0387334587334
65,0.97216796875,0.0697341676964,0.984,0.0405924823026
66,0.96875,0.0756815914547,0.982,0.0479182143221
67,0.979901960784,0.0659218829582,0.984,0.0438704172042
68,0.9755859375,0.0595526220341,0.988,0.0396005977772
69,0.97216796875,0.0668546079705,0.9815,0.051607545403
70,0.97412109375,0.0631684560553,0.9845,0.0449137484741
71,0.97607421875,0.0631679262169,0.9865,0.0411974120258
72,0.97412109375,0.0618049927909,0.978,0.0548704389888
73,0.97412109375,0.0722665082749,0.983,0.0432166760869
74,0.9736328125,0.0623589246115,0.985,0.0359555058288
75,0.97900390625,0.0543074721795,0.9825,0.0387559514381
76,0.97509765625,0.0615087609517,0.976,0.0544050072521
77,0.9765625,0.0672979246987,0.9885,0.0280210894175
78,0.980392156863,0.0570631098959,0.983,0.0449331565923
79,0.9775390625,0.057334009836,0.9785,0.0479257826685
80,0.97802734375,0.0619365899697,0.9835,0.0421337302781
81,0.9765625,0.0595816917837,0.9875,0.0296068609797
82,0.97509765625,0.0629403930266,0.976,0.0536919338483
83,0.9755859375,0.0579223206632,0.9865,0.0354089907299
84,0.98193359375,0.0456951173906,0.985,0.0372663063533
85,0.9765625,0.0588773727072,0.987,0.0374494136502
86,0.9716796875,0.0637480823791,0.9855,0.0376328238617
87,0.9794921875,0.0641014387511,0.97,0.0725531921161
88,0.9736328125,0.0661117830414,0.9845,0.0402001478757
89,0.976960784314,0.06047274373,0.983,0.0511145134899
90,0.9755859375,0.0600872738678,0.9855,0.0349892315361
91,0.97265625,0.0622775608597,0.978,0.0585813156045
92,0.97314453125,0.0671899763074,0.979,0.0530056077797
93,0.978515625,0.0592606121429,0.985,0.0427397077
94,0.97998046875,0.0555823460404,0.9875,0.0342966732739
95,0.96923828125,0.0683770397416,0.9745,0.0576338120424
96,0.98095703125,0.0431647280956,0.9825,0.0423616977796
97,0.9765625,0.0666614772153,0.9795,0.0479891864312
98,0.96923828125,0.0774346941616,0.979,0.0467101928918
99,0.97216796875,0.068103336177,0.98,0.048593364957
