epoch,acc,loss,val_acc,val_loss
0,0.53662109375,0.799328673165,0.5,1.30467970273
1,0.57763671875,0.748720502364,0.55,0.694605487227
2,0.57666015625,0.738757147919,0.606,0.657655172586
3,0.611328125,0.69290643814,0.584,0.718592466235
4,0.599609375,0.723123419099,0.6375,0.651839745998
5,0.6220703125,0.669287866796,0.5095,0.847488391519
6,0.6435546875,0.64175320603,0.6595,0.646688543916
7,0.6162109375,0.676140015654,0.6365,0.706218829215
8,0.65185546875,0.642997510731,0.5895,0.784861108541
9,0.65625,0.62437941262,0.721,0.558543224096
10,0.67724609375,0.608359137899,0.6335,0.67170524621
11,0.66552734375,0.62150418025,0.606,0.797329230189
12,0.68017578125,0.599029960984,0.6505,0.621203464389
13,0.6728515625,0.599012491817,0.7055,0.608646068215
14,0.69287109375,0.580485472339,0.66,0.642486889541
15,0.68212890625,0.579651110049,0.644,0.658341213226
16,0.71240234375,0.554492839088,0.747,0.515811823428
17,0.7275390625,0.532992130495,0.727,0.552478431821
18,0.72314453125,0.548957970226,0.5835,0.783164809346
19,0.71875,0.5505666135,0.734,0.570829089224
20,0.73095703125,0.533468954614,0.721,0.617681020737
21,0.74072265625,0.5244946311,0.74,0.532043218791
22,0.72802734375,0.528665646852,0.741,0.526987399638
23,0.75439453125,0.504202469718,0.688,0.67321746394
24,0.7607421875,0.494382402569,0.5755,1.29554715776
25,0.755859375,0.490799491818,0.7055,0.557631622195
26,0.75244140625,0.519519363472,0.71,0.573099260032
27,0.76708984375,0.475309201458,0.5925,1.10102134852
28,0.7900390625,0.459926205804,0.798,0.441509833828
29,0.77734375,0.459633334482,0.777,0.474049915731
30,0.77880859375,0.469554503681,0.8065,0.429942942142
31,0.794921875,0.446422268171,0.6035,0.936302011609
32,0.79345703125,0.438617866108,0.7245,0.555429714143
33,0.7939453125,0.433496116893,0.758,0.515291472107
34,0.81103515625,0.407953357033,0.736,0.549155147851
35,0.80419921875,0.428766494035,0.694,0.64086158824
36,0.81396484375,0.404606943601,0.842,0.37168074429
37,0.83447265625,0.37943071968,0.7935,0.471568266511
38,0.83984375,0.362189750245,0.8065,0.400293712109
39,0.83984375,0.372675112216,0.519,3.3008016689
40,0.83642578125,0.368485138344,0.8445,0.347924479917
41,0.83740234375,0.360111769609,0.84,0.342664917231
42,0.845703125,0.352706749865,0.8555,0.31690931195
43,0.849609375,0.34122258093,0.8485,0.322437997237
44,0.85302734375,0.320221866044,0.7165,0.785466637684
45,0.857421875,0.330474823684,0.861,0.307233968139
46,0.85888671875,0.317832195127,0.8015,0.456743920043
47,0.859375,0.316738664609,0.804,0.40916361165
48,0.8779296875,0.289565422005,0.856,0.350706994448
49,0.87158203125,0.289017928619,0.818,0.396186663359
50,0.86572265625,0.309680022401,0.8545,0.333275281593
51,0.8642578125,0.303767022946,0.852,0.337735398024
52,0.86962890625,0.296376002167,0.878,0.26470679459
53,0.89013671875,0.269973574301,0.898,0.247459732279
54,0.8701171875,0.281103248097,0.881,0.287083754199
55,0.88720703125,0.255631252228,0.833,0.375883410603
56,0.89599609375,0.250574146652,0.884,0.263881629609
57,0.88037109375,0.260611900594,0.885,0.269939921327
58,0.89990234375,0.243235747104,0.887,0.281760955337
59,0.8916015625,0.252764969096,0.8655,0.29347447817
60,0.88330078125,0.284237451953,0.841,0.340355180755
61,0.90576171875,0.227601149549,0.825,0.371223738849
62,0.89501953125,0.241065023925,0.9115,0.214004762032
63,0.89599609375,0.235111585243,0.9055,0.221005550616
64,0.90283203125,0.232647409339,0.873,0.286536711499
65,0.9052734375,0.224650992626,0.853,0.332214420706
66,0.90283203125,0.230582454595,0.8635,0.301733201519
67,0.90478515625,0.2288115228,0.9185,0.202792681068
68,0.90625,0.216174413901,0.8625,0.312377224214
69,0.900390625,0.228820177817,0.817,0.376204390466
70,0.9111328125,0.213397327469,0.809,0.463131008977
71,0.90966796875,0.213817033589,0.856,0.343050724015
72,0.90966796875,0.21467990517,0.916,0.199529980499
73,0.9140625,0.219038617615,0.916,0.201124423724
74,0.90869140625,0.209477870878,0.911,0.220963976933
75,0.9208984375,0.195979530112,0.8805,0.257119544402
76,0.91748046875,0.208889294852,0.886,0.271680563584
77,0.9189453125,0.195596515048,0.904,0.237694641188
78,0.9033203125,0.219790968014,0.889,0.244883936107
79,0.91748046875,0.202976573582,0.9135,0.19589340592
80,0.92626953125,0.177836162427,0.91,0.212972636786
81,0.9228515625,0.193697204691,0.9085,0.249042660996
82,0.919921875,0.194155996272,0.905,0.226614515632
83,0.92431640625,0.185139467703,0.8345,0.336941124886
84,0.93310546875,0.174668942187,0.909,0.222508536351
85,0.9189453125,0.188116287422,0.928,0.190116856258
86,0.92822265625,0.183216322084,0.916,0.198436320996
87,0.91064453125,0.191220413046,0.935,0.162308577223
88,0.9208984375,0.193022104173,0.909,0.217356985291
89,0.9296875,0.183499376755,0.8725,0.269920294791
90,0.9423828125,0.154193997329,0.874,0.295551004395
91,0.927734375,0.182169332295,0.92,0.173022988902
92,0.93115234375,0.160119620808,0.8865,0.257440205533
93,0.92041015625,0.188792296271,0.9005,0.238475338394
94,0.9169921875,0.192220029177,0.9345,0.157707313399
95,0.9365234375,0.163115302166,0.9105,0.213824823208
96,0.9267578125,0.171627285737,0.9235,0.182418544398
97,0.9248046875,0.166486966201,0.942,0.124896730152
98,0.931640625,0.167409687194,0.9335,0.159323527114
99,0.9228515625,0.188951108172,0.9365,0.151855501609
